"Notes"	"County"	"County Code"	"Ethnicity"	"Ethnicity Code"	Population
	"Simpson County, KY"	"21213"	"Not Hispanic or Latino"	"2186-5"	18097
"Total"	"Simpson County, KY"	"21213"			18572
	"Spencer County, KY"	"21215"	"Hispanic or Latino"	"2135-2"	539
	"Spencer County, KY"	"21215"	"Not Hispanic or Latino"	"2186-5"	18812
"Total"	"Spencer County, KY"	"21215"			19351
	"Taylor County, KY"	"21217"	"Hispanic or Latino"	"2135-2"	653
	"Taylor County, KY"	"21217"	"Not Hispanic or Latino"	"2186-5"	25116
"Total"	"Taylor County, KY"	"21217"			25769
	"Todd County, KY"	"21219"	"Hispanic or Latino"	"2135-2"	537
	"Todd County, KY"	"21219"	"Not Hispanic or Latino"	"2186-5"	11757
"Total"	"Todd County, KY"	"21219"			12294
	"Trigg County, KY"	"21221"	"Hispanic or Latino"	"2135-2"	354
	"Trigg County, KY"	"21221"	"Not Hispanic or Latino"	"2186-5"	14297
"Total"	"Trigg County, KY"	"21221"			14651
	"Trimble County, KY"	"21223"	"Hispanic or Latino"	"2135-2"	281
	"Trimble County, KY"	"21223"	"Not Hispanic or Latino"	"2186-5"	8190
"Total"	"Trimble County, KY"	"21223"			8471
	"Union County, KY"	"21225"	"Hispanic or Latino"	"2135-2"	300
	"Union County, KY"	"21225"	"Not Hispanic or Latino"	"2186-5"	14081
"Total"	"Union County, KY"	"21225"			14381
	"Warren County, KY"	"21227"	"Hispanic or Latino"	"2135-2"	7469
	"Warren County, KY"	"21227"	"Not Hispanic or Latino"	"2186-5"	125427
"Total"	"Warren County, KY"	"21227"			132896
	"Washington County, KY"	"21229"	"Hispanic or Latino"	"2135-2"	483
	"Washington County, KY"	"21229"	"Not Hispanic or Latino"	"2186-5"	11612
"Total"	"Washington County, KY"	"21229"			12095
	"Wayne County, KY"	"21231"	"Hispanic or Latino"	"2135-2"	745
	"Wayne County, KY"	"21231"	"Not Hispanic or Latino"	"2186-5"	19588
"Total"	"Wayne County, KY"	"21231"			20333
	"Webster County, KY"	"21233"	"Hispanic or Latino"	"2135-2"	728
	"Webster County, KY"	"21233"	"Not Hispanic or Latino"	"2186-5"	12214
"Total"	"Webster County, KY"	"21233"			12942
	"Whitley County, KY"	"21235"	"Hispanic or Latino"	"2135-2"	524
	"Whitley County, KY"	"21235"	"Not Hispanic or Latino"	"2186-5"	35740
"Total"	"Whitley County, KY"	"21235"			36264
	"Wolfe County, KY"	"21237"	"Hispanic or Latino"	"2135-2"	71
	"Wolfe County, KY"	"21237"	"Not Hispanic or Latino"	"2186-5"	7086
"Total"	"Wolfe County, KY"	"21237"			7157
	"Woodford County, KY"	"21239"	"Hispanic or Latino"	"2135-2"	1835
	"Woodford County, KY"	"21239"	"Not Hispanic or Latino"	"2186-5"	24899
"Total"	"Woodford County, KY"	"21239"			26734
	"Acadia Parish, LA"	"22001"	"Hispanic or Latino"	"2135-2"	1732
	"Acadia Parish, LA"	"22001"	"Not Hispanic or Latino"	"2186-5"	60313
"Total"	"Acadia Parish, LA"	"22001"			62045
	"Allen Parish, LA"	"22003"	"Hispanic or Latino"	"2135-2"	588
	"Allen Parish, LA"	"22003"	"Not Hispanic or Latino"	"2186-5"	25039
"Total"	"Allen Parish, LA"	"22003"			25627
	"Ascension Parish, LA"	"22005"	"Hispanic or Latino"	"2135-2"	7542
	"Ascension Parish, LA"	"22005"	"Not Hispanic or Latino"	"2186-5"	119062
"Total"	"Ascension Parish, LA"	"22005"			126604
	"Assumption Parish, LA"	"22007"	"Hispanic or Latino"	"2135-2"	728
	"Assumption Parish, LA"	"22007"	"Not Hispanic or Latino"	"2186-5"	21163
"Total"	"Assumption Parish, LA"	"22007"			21891
	"Avoyelles Parish, LA"	"22009"	"Hispanic or Latino"	"2135-2"	829
	"Avoyelles Parish, LA"	"22009"	"Not Hispanic or Latino"	"2186-5"	39315
"Total"	"Avoyelles Parish, LA"	"22009"			40144
	"Beauregard Parish, LA"	"22011"	"Hispanic or Latino"	"2135-2"	1438
	"Beauregard Parish, LA"	"22011"	"Not Hispanic or Latino"	"2186-5"	36059
"Total"	"Beauregard Parish, LA"	"22011"			37497
	"Bienville Parish, LA"	"22013"	"Hispanic or Latino"	"2135-2"	279
	"Bienville Parish, LA"	"22013"	"Not Hispanic or Latino"	"2186-5"	12962
"Total"	"Bienville Parish, LA"	"22013"			13241
	"Bossier Parish, LA"	"22015"	"Hispanic or Latino"	"2135-2"	8760
	"Bossier Parish, LA"	"22015"	"Not Hispanic or Latino"	"2186-5"	118279
"Total"	"Bossier Parish, LA"	"22015"			127039
	"Caddo Parish, LA"	"22017"	"Hispanic or Latino"	"2135-2"	6888
	"Caddo Parish, LA"	"22017"	"Not Hispanic or Latino"	"2186-5"	233316
"Total"	"Caddo Parish, LA"	"22017"			240204
	"Calcasieu Parish, LA"	"22019"	"Hispanic or Latino"	"2135-2"	8351
	"Calcasieu Parish, LA"	"22019"	"Not Hispanic or Latino"	"2186-5"	195085
"Total"	"Calcasieu Parish, LA"	"22019"			203436
	"Caldwell Parish, LA"	"22021"	"Hispanic or Latino"	"2135-2"	315
	"Caldwell Parish, LA"	"22021"	"Not Hispanic or Latino"	"2186-5"	9603
"Total"	"Caldwell Parish, LA"	"22021"			9918
	"Cameron Parish, LA"	"22023"	"Hispanic or Latino"	"2135-2"	296
	"Cameron Parish, LA"	"22023"	"Not Hispanic or Latino"	"2186-5"	6677
"Total"	"Cameron Parish, LA"	"22023"			6973
	"Catahoula Parish, LA"	"22025"	"Hispanic or Latino"	"2135-2"	165
	"Catahoula Parish, LA"	"22025"	"Not Hispanic or Latino"	"2186-5"	9329
"Total"	"Catahoula Parish, LA"	"22025"			9494
	"Claiborne Parish, LA"	"22027"	"Hispanic or Latino"	"2135-2"	243
	"Claiborne Parish, LA"	"22027"	"Not Hispanic or Latino"	"2186-5"	15427
"Total"	"Claiborne Parish, LA"	"22027"			15670
	"Concordia Parish, LA"	"22029"	"Hispanic or Latino"	"2135-2"	330
	"Concordia Parish, LA"	"22029"	"Not Hispanic or Latino"	"2186-5"	18929
"Total"	"Concordia Parish, LA"	"22029"			19259
	"De Soto Parish, LA"	"22031"	"Hispanic or Latino"	"2135-2"	822
	"De Soto Parish, LA"	"22031"	"Not Hispanic or Latino"	"2186-5"	26641
"Total"	"De Soto Parish, LA"	"22031"			27463
	"East Baton Rouge Parish, LA"	"22033"	"Hispanic or Latino"	"2135-2"	19380
	"East Baton Rouge Parish, LA"	"22033"	"Not Hispanic or Latino"	"2186-5"	420679
"Total"	"East Baton Rouge Parish, LA"	"22033"			440059
	"East Carroll Parish, LA"	"22035"	"Hispanic or Latino"	"2135-2"	187
	"East Carroll Parish, LA"	"22035"	"Not Hispanic or Latino"	"2186-5"	6674
"Total"	"East Carroll Parish, LA"	"22035"			6861
	"East Feliciana Parish, LA"	"22037"	"Hispanic or Latino"	"2135-2"	343
	"East Feliciana Parish, LA"	"22037"	"Not Hispanic or Latino"	"2186-5"	18792
"Total"	"East Feliciana Parish, LA"	"22037"			19135
	"Evangeline Parish, LA"	"22039"	"Hispanic or Latino"	"2135-2"	1349
	"Evangeline Parish, LA"	"22039"	"Not Hispanic or Latino"	"2186-5"	32046
"Total"	"Evangeline Parish, LA"	"22039"			33395
	"Franklin Parish, LA"	"22041"	"Hispanic or Latino"	"2135-2"	336
	"Franklin Parish, LA"	"22041"	"Not Hispanic or Latino"	"2186-5"	19679
"Total"	"Franklin Parish, LA"	"22041"			20015
	"Grant Parish, LA"	"22043"	"Hispanic or Latino"	"2135-2"	1144
	"Grant Parish, LA"	"22043"	"Not Hispanic or Latino"	"2186-5"	21245
"Total"	"Grant Parish, LA"	"22043"			22389
	"Iberia Parish, LA"	"22045"	"Hispanic or Latino"	"2135-2"	3005
	"Iberia Parish, LA"	"22045"	"Not Hispanic or Latino"	"2186-5"	66825
"Total"	"Iberia Parish, LA"	"22045"			69830
	"Iberville Parish, LA"	"22047"	"Hispanic or Latino"	"2135-2"	903
	"Iberville Parish, LA"	"22047"	"Not Hispanic or Latino"	"2186-5"	31608
"Total"	"Iberville Parish, LA"	"22047"			32511
	"Jackson Parish, LA"	"22049"	"Hispanic or Latino"	"2135-2"	278
	"Jackson Parish, LA"	"22049"	"Not Hispanic or Latino"	"2186-5"	15466
"Total"	"Jackson Parish, LA"	"22049"			15744
	"Jefferson Parish, LA"	"22051"	"Hispanic or Latino"	"2135-2"	64527
	"Jefferson Parish, LA"	"22051"	"Not Hispanic or Latino"	"2186-5"	367966
"Total"	"Jefferson Parish, LA"	"22051"			432493
	"Jefferson Davis Parish, LA"	"22053"	"Hispanic or Latino"	"2135-2"	854
	"Jefferson Davis Parish, LA"	"22053"	"Not Hispanic or Latino"	"2186-5"	30514
"Total"	"Jefferson Davis Parish, LA"	"22053"			31368
	"Lafayette Parish, LA"	"22055"	"Hispanic or Latino"	"2135-2"	11264
	"Lafayette Parish, LA"	"22055"	"Not Hispanic or Latino"	"2186-5"	233126
"Total"	"Lafayette Parish, LA"	"22055"			244390
	"Lafourche Parish, LA"	"22057"	"Hispanic or Latino"	"2135-2"	4268
	"Lafourche Parish, LA"	"22057"	"Not Hispanic or Latino"	"2186-5"	93346
"Total"	"Lafourche Parish, LA"	"22057"			97614
	"LaSalle Parish, LA"	"22059"	"Hispanic or Latino"	"2135-2"	427
	"LaSalle Parish, LA"	"22059"	"Not Hispanic or Latino"	"2186-5"	14465
"Total"	"LaSalle Parish, LA"	"22059"			14892
	"Lincoln Parish, LA"	"22061"	"Hispanic or Latino"	"2135-2"	1453
	"Lincoln Parish, LA"	"22061"	"Not Hispanic or Latino"	"2186-5"	45289
"Total"	"Lincoln Parish, LA"	"22061"			46742
	"Livingston Parish, LA"	"22063"	"Hispanic or Latino"	"2135-2"	5720
	"Livingston Parish, LA"	"22063"	"Not Hispanic or Latino"	"2186-5"	135069
"Total"	"Livingston Parish, LA"	"22063"			140789
	"Madison Parish, LA"	"22065"	"Hispanic or Latino"	"2135-2"	244
	"Madison Parish, LA"	"22065"	"Not Hispanic or Latino"	"2186-5"	10707
"Total"	"Madison Parish, LA"	"22065"			10951
	"Morehouse Parish, LA"	"22067"	"Hispanic or Latino"	"2135-2"	382
	"Morehouse Parish, LA"	"22067"	"Not Hispanic or Latino"	"2186-5"	24492
"Total"	"Morehouse Parish, LA"	"22067"			24874
	"Natchitoches Parish, LA"	"22069"	"Hispanic or Latino"	"2135-2"	959
	"Natchitoches Parish, LA"	"22069"	"Not Hispanic or Latino"	"2186-5"	37199
"Total"	"Natchitoches Parish, LA"	"22069"			38158
	"Orleans Parish, LA"	"22071"	"Hispanic or Latino"	"2135-2"	21484
	"Orleans Parish, LA"	"22071"	"Not Hispanic or Latino"	"2186-5"	368660
"Total"	"Orleans Parish, LA"	"22071"			390144
	"Ouachita Parish, LA"	"22073"	"Hispanic or Latino"	"2135-2"	3438
	"Ouachita Parish, LA"	"22073"	"Not Hispanic or Latino"	"2186-5"	149841
"Total"	"Ouachita Parish, LA"	"22073"			153279
	"Plaquemines Parish, LA"	"22075"	"Hispanic or Latino"	"2135-2"	1826
	"Plaquemines Parish, LA"	"22075"	"Not Hispanic or Latino"	"2186-5"	21371
"Total"	"Plaquemines Parish, LA"	"22075"			23197
	"Pointe Coupee Parish, LA"	"22077"	"Hispanic or Latino"	"2135-2"	618
	"Pointe Coupee Parish, LA"	"22077"	"Not Hispanic or Latino"	"2186-5"	21112
"Total"	"Pointe Coupee Parish, LA"	"22077"			21730
	"Rapides Parish, LA"	"22079"	"Hispanic or Latino"	"2135-2"	4194
	"Rapides Parish, LA"	"22079"	"Not Hispanic or Latino"	"2186-5"	125454
"Total"	"Rapides Parish, LA"	"22079"			129648
	"Red River Parish, LA"	"22081"	"Hispanic or Latino"	"2135-2"	232
	"Red River Parish, LA"	"22081"	"Not Hispanic or Latino"	"2186-5"	8210
"Total"	"Red River Parish, LA"	"22081"			8442
	"Richland Parish, LA"	"22083"	"Hispanic or Latino"	"2135-2"	481
	"Richland Parish, LA"	"22083"	"Not Hispanic or Latino"	"2186-5"	19641
"Total"	"Richland Parish, LA"	"22083"			20122
	"Sabine Parish, LA"	"22085"	"Hispanic or Latino"	"2135-2"	937
	"Sabine Parish, LA"	"22085"	"Not Hispanic or Latino"	"2186-5"	22947
"Total"	"Sabine Parish, LA"	"22085"			23884
	"St. Bernard Parish, LA"	"22087"	"Hispanic or Latino"	"2135-2"	4876
	"St. Bernard Parish, LA"	"22087"	"Not Hispanic or Latino"	"2186-5"	42368
"Total"	"St. Bernard Parish, LA"	"22087"			47244
	"St. Charles Parish, LA"	"22089"	"Hispanic or Latino"	"2135-2"	3384
	"St. Charles Parish, LA"	"22089"	"Not Hispanic or Latino"	"2186-5"	49716
"Total"	"St. Charles Parish, LA"	"22089"			53100
	"St. Helena Parish, LA"	"22091"	"Hispanic or Latino"	"2135-2"	206
	"St. Helena Parish, LA"	"22091"	"Not Hispanic or Latino"	"2186-5"	9926
"Total"	"St. Helena Parish, LA"	"22091"			10132
	"St. James Parish, LA"	"22093"	"Hispanic or Latino"	"2135-2"	387
	"St. James Parish, LA"	"22093"	"Not Hispanic or Latino"	"2186-5"	20709
"Total"	"St. James Parish, LA"	"22093"			21096
	"St. John the Baptist Parish, LA"	"22095"	"Hispanic or Latino"	"2135-2"	2857
	"St. John the Baptist Parish, LA"	"22095"	"Not Hispanic or Latino"	"2186-5"	39980
"Total"	"St. John the Baptist Parish, LA"	"22095"			42837
	"St. Landry Parish, LA"	"22097"	"Hispanic or Latino"	"2135-2"	1940
	"St. Landry Parish, LA"	"22097"	"Not Hispanic or Latino"	"2186-5"	80184
"Total"	"St. Landry Parish, LA"	"22097"			82124
	"St. Martin Parish, LA"	"22099"	"Hispanic or Latino"	"2135-2"	1603
	"St. Martin Parish, LA"	"22099"	"Not Hispanic or Latino"	"2186-5"	51828
"Total"	"St. Martin Parish, LA"	"22099"			53431
	"St. Mary Parish, LA"	"22101"	"Hispanic or Latino"	"2135-2"	3548
	"St. Mary Parish, LA"	"22101"	"Not Hispanic or Latino"	"2186-5"	45800
"Total"	"St. Mary Parish, LA"	"22101"			49348
	"St. Tammany Parish, LA"	"22103"	"Hispanic or Latino"	"2135-2"	15316
	"St. Tammany Parish, LA"	"22103"	"Not Hispanic or Latino"	"2186-5"	245103
"Total"	"St. Tammany Parish, LA"	"22103"			260419
	"Tangipahoa Parish, LA"	"22105"	"Hispanic or Latino"	"2135-2"	5941
	"Tangipahoa Parish, LA"	"22105"	"Not Hispanic or Latino"	"2186-5"	128817
"Total"	"Tangipahoa Parish, LA"	"22105"			134758
	"Tensas Parish, LA"	"22107"	"Hispanic or Latino"	"2135-2"	103
	"Tensas Parish, LA"	"22107"	"Not Hispanic or Latino"	"2186-5"	4231
"Total"	"Tensas Parish, LA"	"22107"			4334
	"Terrebonne Parish, LA"	"22109"	"Hispanic or Latino"	"2135-2"	5666
	"Terrebonne Parish, LA"	"22109"	"Not Hispanic or Latino"	"2186-5"	104795
"Total"	"Terrebonne Parish, LA"	"22109"			110461
	"Union Parish, LA"	"22111"	"Hispanic or Latino"	"2135-2"	1079
	"Union Parish, LA"	"22111"	"Not Hispanic or Latino"	"2186-5"	21029
"Total"	"Union Parish, LA"	"22111"			22108
	"Vermilion Parish, LA"	"22113"	"Hispanic or Latino"	"2135-2"	2164
	"Vermilion Parish, LA"	"22113"	"Not Hispanic or Latino"	"2186-5"	57347
"Total"	"Vermilion Parish, LA"	"22113"			59511
	"Vernon Parish, LA"	"22115"	"Hispanic or Latino"	"2135-2"	4479
	"Vernon Parish, LA"	"22115"	"Not Hispanic or Latino"	"2186-5"	42950
"Total"	"Vernon Parish, LA"	"22115"			47429
	"Washington Parish, LA"	"22117"	"Hispanic or Latino"	"2135-2"	1151
	"Washington Parish, LA"	"22117"	"Not Hispanic or Latino"	"2186-5"	45043
"Total"	"Washington Parish, LA"	"22117"			46194
	"Webster Parish, LA"	"22119"	"Hispanic or Latino"	"2135-2"	813
	"Webster Parish, LA"	"22119"	"Not Hispanic or Latino"	"2186-5"	37527
"Total"	"Webster Parish, LA"	"22119"			38340
	"West Baton Rouge Parish, LA"	"22121"	"Hispanic or Latino"	"2135-2"	901
	"West Baton Rouge Parish, LA"	"22121"	"Not Hispanic or Latino"	"2186-5"	25564
"Total"	"West Baton Rouge Parish, LA"	"22121"			26465
	"West Carroll Parish, LA"	"22123"	"Hispanic or Latino"	"2135-2"	466
	"West Carroll Parish, LA"	"22123"	"Not Hispanic or Latino"	"2186-5"	10364
"Total"	"West Carroll Parish, LA"	"22123"			10830
	"West Feliciana Parish, LA"	"22125"	"Hispanic or Latino"	"2135-2"	257
	"West Feliciana Parish, LA"	"22125"	"Not Hispanic or Latino"	"2186-5"	15311
"Total"	"West Feliciana Parish, LA"	"22125"			15568
	"Winn Parish, LA"	"22127"	"Hispanic or Latino"	"2135-2"	296
	"Winn Parish, LA"	"22127"	"Not Hispanic or Latino"	"2186-5"	13608
"Total"	"Winn Parish, LA"	"22127"			13904
	"Androscoggin County, ME"	"23001"	"Hispanic or Latino"	"2135-2"	2100
	"Androscoggin County, ME"	"23001"	"Not Hispanic or Latino"	"2186-5"	106177
"Total"	"Androscoggin County, ME"	"23001"			108277
	"Aroostook County, ME"	"23003"	"Hispanic or Latino"	"2135-2"	906
	"Aroostook County, ME"	"23003"	"Not Hispanic or Latino"	"2186-5"	66149
"Total"	"Aroostook County, ME"	"23003"			67055
	"Cumberland County, ME"	"23005"	"Hispanic or Latino"	"2135-2"	6366
	"Cumberland County, ME"	"23005"	"Not Hispanic or Latino"	"2186-5"	288637
"Total"	"Cumberland County, ME"	"23005"			295003
	"Franklin County, ME"	"23007"	"Hispanic or Latino"	"2135-2"	406
	"Franklin County, ME"	"23007"	"Not Hispanic or Latino"	"2186-5"	29793
"Total"	"Franklin County, ME"	"23007"			30199
	"Hancock County, ME"	"23009"	"Hispanic or Latino"	"2135-2"	862
	"Hancock County, ME"	"23009"	"Not Hispanic or Latino"	"2186-5"	54125
"Total"	"Hancock County, ME"	"23009"			54987
	"Kennebec County, ME"	"23011"	"Hispanic or Latino"	"2135-2"	2056
	"Kennebec County, ME"	"23011"	"Not Hispanic or Latino"	"2186-5"	120246
"Total"	"Kennebec County, ME"	"23011"			122302
	"Knox County, ME"	"23013"	"Hispanic or Latino"	"2135-2"	624
	"Knox County, ME"	"23013"	"Not Hispanic or Latino"	"2186-5"	39148
"Total"	"Knox County, ME"	"23013"			39772
	"Lincoln County, ME"	"23015"	"Hispanic or Latino"	"2135-2"	467
	"Lincoln County, ME"	"23015"	"Not Hispanic or Latino"	"2186-5"	34167
"Total"	"Lincoln County, ME"	"23015"			34634
	"Oxford County, ME"	"23017"	"Hispanic or Latino"	"2135-2"	874
	"Oxford County, ME"	"23017"	"Not Hispanic or Latino"	"2186-5"	57101
"Total"	"Oxford County, ME"	"23017"			57975
	"Penobscot County, ME"	"23019"	"Hispanic or Latino"	"2135-2"	2236
	"Penobscot County, ME"	"23019"	"Not Hispanic or Latino"	"2186-5"	149912
"Total"	"Penobscot County, ME"	"23019"			152148
	"Piscataquis County, ME"	"23021"	"Hispanic or Latino"	"2135-2"	252
	"Piscataquis County, ME"	"23021"	"Not Hispanic or Latino"	"2186-5"	16533
"Total"	"Piscataquis County, ME"	"23021"			16785
	"Sagadahoc County, ME"	"23023"	"Hispanic or Latino"	"2135-2"	666
	"Sagadahoc County, ME"	"23023"	"Not Hispanic or Latino"	"2186-5"	35190
"Total"	"Sagadahoc County, ME"	"23023"			35856
	"Somerset County, ME"	"23025"	"Hispanic or Latino"	"2135-2"	595
	"Somerset County, ME"	"23025"	"Not Hispanic or Latino"	"2186-5"	49889
"Total"	"Somerset County, ME"	"23025"			50484
	"Waldo County, ME"	"23027"	"Hispanic or Latino"	"2135-2"	655
	"Waldo County, ME"	"23027"	"Not Hispanic or Latino"	"2186-5"	39060
"Total"	"Waldo County, ME"	"23027"			39715
	"Washington County, ME"	"23029"	"Hispanic or Latino"	"2135-2"	805
	"Washington County, ME"	"23029"	"Not Hispanic or Latino"	"2186-5"	30574
"Total"	"Washington County, ME"	"23029"			31379
	"York County, ME"	"23031"	"Hispanic or Latino"	"2135-2"	3830
	"York County, ME"	"23031"	"Not Hispanic or Latino"	"2186-5"	203811
"Total"	"York County, ME"	"23031"			207641
	"Allegany County, MD"	"24001"	"Hispanic or Latino"	"2135-2"	1356
	"Allegany County, MD"	"24001"	"Not Hispanic or Latino"	"2186-5"	69060
"Total"	"Allegany County, MD"	"24001"			70416
	"Anne Arundel County, MD"	"24003"	"Hispanic or Latino"	"2135-2"	48798
	"Anne Arundel County, MD"	"24003"	"Not Hispanic or Latino"	"2186-5"	530436
"Total"	"Anne Arundel County, MD"	"24003"			579234
	"Baltimore County, MD"	"24005"	"Hispanic or Latino"	"2135-2"	48074
	"Baltimore County, MD"	"24005"	"Not Hispanic or Latino"	"2186-5"	779296
"Total"	"Baltimore County, MD"	"24005"			827370
	"Calvert County, MD"	"24009"	"Hispanic or Latino"	"2135-2"	4068
	"Calvert County, MD"	"24009"	"Not Hispanic or Latino"	"2186-5"	88457
"Total"	"Calvert County, MD"	"24009"			92525
	"Caroline County, MD"	"24011"	"Hispanic or Latino"	"2135-2"	2608
	"Caroline County, MD"	"24011"	"Not Hispanic or Latino"	"2186-5"	30798
"Total"	"Caroline County, MD"	"24011"			33406
	"Carroll County, MD"	"24013"	"Hispanic or Latino"	"2135-2"	6508
	"Carroll County, MD"	"24013"	"Not Hispanic or Latino"	"2186-5"	161939
"Total"	"Carroll County, MD"	"24013"			168447
	"Cecil County, MD"	"24015"	"Hispanic or Latino"	"2135-2"	4820
	"Cecil County, MD"	"24015"	"Not Hispanic or Latino"	"2186-5"	98035
"Total"	"Cecil County, MD"	"24015"			102855
	"Charles County, MD"	"24017"	"Hispanic or Latino"	"2135-2"	10211
	"Charles County, MD"	"24017"	"Not Hispanic or Latino"	"2186-5"	153046
"Total"	"Charles County, MD"	"24017"			163257
	"Dorchester County, MD"	"24019"	"Hispanic or Latino"	"2135-2"	1949
	"Dorchester County, MD"	"24019"	"Not Hispanic or Latino"	"2186-5"	29980
"Total"	"Dorchester County, MD"	"24019"			31929
	"Frederick County, MD"	"24021"	"Hispanic or Latino"	"2135-2"	27366
	"Frederick County, MD"	"24021"	"Not Hispanic or Latino"	"2186-5"	232181
"Total"	"Frederick County, MD"	"24021"			259547
	"Garrett County, MD"	"24023"	"Hispanic or Latino"	"2135-2"	346
	"Garrett County, MD"	"24023"	"Not Hispanic or Latino"	"2186-5"	28668
"Total"	"Garrett County, MD"	"24023"			29014
	"Harford County, MD"	"24025"	"Hispanic or Latino"	"2135-2"	12215
	"Harford County, MD"	"24025"	"Not Hispanic or Latino"	"2186-5"	243226
"Total"	"Harford County, MD"	"24025"			255441
	"Howard County, MD"	"24027"	"Hispanic or Latino"	"2135-2"	23882
	"Howard County, MD"	"24027"	"Not Hispanic or Latino"	"2186-5"	301808
"Total"	"Howard County, MD"	"24027"			325690
	"Kent County, MD"	"24029"	"Hispanic or Latino"	"2135-2"	871
	"Kent County, MD"	"24029"	"Not Hispanic or Latino"	"2186-5"	18551
"Total"	"Kent County, MD"	"24029"			19422
	"Montgomery County, MD"	"24031"	"Hispanic or Latino"	"2135-2"	210773
	"Montgomery County, MD"	"24031"	"Not Hispanic or Latino"	"2186-5"	839915
"Total"	"Montgomery County, MD"	"24031"			1050688
	"Prince George's County, MD"	"24033"	"Hispanic or Latino"	"2135-2"	177727
	"Prince George's County, MD"	"24033"	"Not Hispanic or Latino"	"2186-5"	731600
"Total"	"Prince George's County, MD"	"24033"			909327
